FISCAL YEAR,AGENCY,CLASSIFICATION,SALARY (ANNUAL) ,FULL/PART TIME,SERVICE TYPE,AGENCY #
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,47928,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,48157,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,48157,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,48157,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,48157,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,48157,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,48157,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,48157,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,48157,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,48157,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,48157,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,48157,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,48157,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,48157,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,48157,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,48157,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,48157,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,48157,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,48157,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,48157,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,48616,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,48616,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,48616,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,48616,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,48616,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,48616,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,48618,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,49074,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,49366,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,49366,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,49366,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,49366,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,49366,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,49366,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,49366,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,49366,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,49366,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,49366,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,49366,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,49366,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,49366,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,49366,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,49366,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,49366,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,49366,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,49366,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,49366,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,49366,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,49366,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,49366,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,49366,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,49366,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,49366,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,49366,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,49366,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,49366,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,49366,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,49366,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,49366,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,49366,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,49366,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,49366,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,49366,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,49366,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,49366,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,49366,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,49366,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,49366,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,49366,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,49366,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,49366,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,49366,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,49366,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,49366,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,49366,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,49366,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,49366,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,49366,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,49366,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,49366,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,49366,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,49366,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,49366,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,49366,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,49366,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,49366,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,49533,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,49533,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,49533,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,49763,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,49763,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,49806,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,49845,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,49845,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,49845,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL OFFICER,49845,FULL TIME,REPRESENTED,29100
